epoch,train_loss,train_agreement,val_loss,val_agreement
1.0,0.005529349448542434,0.9922290558510638,0.0011528138638823293,0.9954345710575581
2.0,0.0005712096010919343,0.9975620567375887,0.00029539355091401376,0.9978515617549419
3.0,0.00020343571833618884,0.9984208776595744,0.0001491345392423682,0.9984619133174419
4.0,0.00012694300908441754,0.9987117686170213,0.00010397965843367274,0.9988281242549419
5.0,9.139150462413854e-05,0.9989888076241135,7.512890010730189e-05,0.9991455078125
6.0,6.866879519306335e-05,0.9990996232269503,5.7869617876349366e-05,0.9991455078125
7.0,5.254799138683601e-05,0.9993074024822695,4.461520643417316e-05,0.99951171875
8.0,4.202119524065151e-05,0.9993766622340425,3.6961242358302115e-05,0.99951171875
9.0,3.5232987547134784e-05,0.9994459219858156,3.101850984421617e-05,0.99951171875
10.0,3.034692455125652e-05,0.9994514626814118,2.869224181267782e-05,0.999267578125
11.0,2.6899596926193118e-05,0.9995290336879432,2.5598133220228192e-05,0.9996337890625
12.0,2.4345182443817034e-05,0.9995151817375887,2.217133021531481e-05,0.99951171875
13.0,2.2111755681425623e-05,0.9995705895390071,2.0524654587461555e-05,0.99951171875
14.0,2.0206135914187073e-05,0.9996259973404256,1.9601124222390354e-05,0.9996337890625
15.0,1.914975641835902e-05,0.9996259973404256,1.7780930420485674e-05,0.9993896484375
16.0,1.7717315776480844e-05,0.9996259973404256,1.6830492540975683e-05,0.999267578125
17.0,1.675401738710026e-05,0.9996537012411347,1.635885422501815e-05,0.99951171875
18.0,1.5776468802520888e-05,0.9996453899863764,1.602959855517838e-05,0.999267578125
19.0,1.5031816699981346e-05,0.9996537012411347,1.8196740484199836e-05,0.9993164055049419
20.0,1.4549471377401285e-05,0.9995705895390071,1.462145019104355e-05,0.9993896484375
21.0,1.400853919912029e-05,0.9996398492907801,1.3830280636284442e-05,0.9993896484375
22.0,1.3014709066150872e-05,0.9997091090425532,1.2557376749100513e-05,0.999267578125
23.0,1.2437127863565965e-05,0.9996952570921985,1.2249529788732616e-05,0.9993896484375
24.0,1.212649147045024e-05,0.9997229609929078,1.1895887098489766e-05,0.999267578125
25.0,1.1952613338069323e-05,0.9997922207446809,1.1552712351203809e-05,0.9993896484375
26.0,1.1649274653036821e-05,0.9996675531914894,1.1261855149768962e-05,0.9993896484375
27.0,1.1622228847832274e-05,0.9996675531914894,1.5871877621975727e-05,0.999267578125
28.0,1.1082355747105065e-05,0.9997645168439716,1.2780325960193295e-05,0.999267578125
29.0,1.0749600746007124e-05,0.9996952570921985,1.0140944937120366e-05,0.9993896484375
30.0,1.0705469018527461e-05,0.9997783687943262,1.4256832173487055e-05,0.999267578125
